code_commune,code_collectivite_statut_particulier,nom,prenom,genre,date_naissance,code_CSP,fonction,code_nationalite,age,modification,commentaires
3001,,LOPEZ,Romain,M,1978-08-16,23,Maire,FR,47,,
3002,,JUGE,Romain,M,1987-07-01,11,Maire,FR,39,,
3003,,MILAVEAU,Stéphane,M,1964-04-30,12,Maire,FR,62,,
3004,,CABAUD,Henri,M,1981-08-12,12,Maire,FR,44,,
3005,,COULANJON,Jérôme,M,1973-12-08,38,Maire,FR,52,,
3006,,GUICHERD,Michel,M,1954-07-07,74,Maire,FR,72,,
3007,,LAMOINE,Jean-Paul,M,1952-10-05,71,Maire,FR,73,,
3008,,ROUX,Emmanuelle,F,1983-02-28,43,Maire,FR,43,,
3009,,PONSARD,Laetitia,F,1984-12-24,43,Maire,FR,41,,
3010,,MARSAUD,Marie-Dominique,F,1995-10-09,43,Maire,FR,30,,
3011,,LENOIR,Yves,M,1965-05-30,38,Maire,FR,61,,
3012,,BOGACZ,Joël,M,1959-10-07,78,Maire,FR,66,,
3013,,ALBOUY,Jean-Luc,M,1958-02-25,74,Maire,FR,68,,
3014,,CARIGNANT,Solène,F,1986-09-12,85,Maire,FR,39,,
3015,,BARRE,Jean-Damien,M,1973-06-19,45,Maire,FR,53,,
3016,,PORTEJOIE,Gilles-Jean,M,1949-06-15,31,Maire,FR,77,,
3017,,THEVENOUX,Delphine,F,1980-11-05,11,Maire,FR,45,,
3018,,BUSSERON,Philippe,M,1963-10-29,77,Maire,FR,62,,
3019,,BENIGAUD,Patrick,M,1967-04-06,48,Maire,FR,59,,
3020,,MARKOWSKI,Séverine,F,1990-11-02,37,Maire,FR,35,,
3021,,MAUME,Serge,M,1951-01-25,74,Maire,FR,75,,
3022,,BARTHOUX,Eric,M,1966-05-23,43,Maire,FR,60,,
3023,,SENNEPIN,François,M,1964-10-13,37,Maire,FR,61,,
3024,,VIVIER,Michel,M,1955-02-15,74,Maire,FR,71,,
3025,,PAQUERIAUD,Didier,M,1959-05-25,74,Maire,FR,67,,
3026,,VERDIER,Frédéric,M,1969-08-25,21,Maire,FR,56,,
3027,,AUBERGER,Gérard,M,1956-06-16,75,Maire,FR,70,,
3029,,BOUDONNAT,Jean-Louis,M,1956-07-31,74,Maire,FR,69,,
3030,,BRIONNET,Florence,F,1966-03-18,75,Maire,FR,60,,
3031,,COLLINET,Daniel,M,1957-12-09,71,Maire,FR,68,,
3032,,BROSSARD,Aurelien,M,1975-04-08,11,Maire,FR,51,,
3033,,BAUD,Sébastien,M,1978-11-11,21,Maire,FR,47,,
3034,,RESSOT,Richard,M,1982-10-18,13,Maire,FR,43,,
3036,,CHAPUT,Ludovic,M,1979-05-19,85,Maire,FR,47,,
3037,,BORDERIEUX,Jérémy,M,1983-11-03,52,Maire,FR,42,,
3038,,PETIT-JEAN,Sylvain,M,1965-06-30,33,Maire,FR,61,,
3039,,CHERVIER,Alain,M,1956-02-02,74,Maire,FR,70,,
3040,,ETIENNE,Jean-Marc,M,1963-04-08,74,Maire,FR,63,,
3041,,DE LAMARLIERE,Mathieu,M,1992-03-26,12,Maire,FR,34,,
3042,,VAUDOLON,Nadine,F,1969-09-11,52,Maire,FR,56,,
3043,,DEVOUCOUX,Bernard,M,1958-06-06,71,Maire,FR,68,,
3044,,BONO,Daniel,M,1951-12-18,23,Maire,FR,74,,
3045,,MAGNAUD,Christine,F,1958-07-14,75,Maire,FR,68,,
3046,,OLIVIER,Brigitte,F,1961-12-17,85,Maire,FR,64,,
3047,,LINTIGNAT,Anthony,M,1972-01-14,48,Maire,FR,54,,
3048,,THEVENOUX,Fabien,M,1985-12-02,52,Maire,FR,40,,
3049,,TRINDADE,Jimmy,M,1982-08-22,21,Maire,FR,43,,
3050,,BOUREL,Jean-Marc,M,1958-07-08,74,Maire,FR,68,,
3051,,RONDIER,Joël,M,1953-12-25,37,Maire,FR,72,,
3052,,DUFFAULT,Michèle,F,1960-02-05,74,Maire,FR,66,,
3053,,BIDAUD,André,M,1953-12-27,72,Maire,FR,72,,
3054,,RAMETTE,Béatrice,F,1975-12-19,63,Maire,FR,50,,
3055,,ARROYO,Olivier,M,1978-03-21,37,Maire,FR,48,,
3056,,SZYPULA,Sandra,F,1977-03-15,54,Maire,FR,49,,
3057,,BARILLET,Carine,F,1973-03-25,12,Maire,FR,53,,
3058,,AUMAITRE,Richard,M,1958-03-15,74,Maire,FR,68,,
3059,,FAYOLLET,Christophe David,M,1972-06-09,48,Maire,FR,54,,
3060,,GONZALES,Franck,M,1965-04-23,46,Maire,FR,61,,
3061,,DURANTEL,Jean,M,1953-03-04,77,Maire,FR,73,,
3062,,GILIBERT,Jacques,M,1961-12-17,75,Maire,FR,64,,
3063,,CHARLES,Fabrice,M,1973-04-09,47,Maire,FR,53,,
3064,,BERNADAT,Jérôme,M,1969-02-09,42,Maire,FR,57,,
3065,,FAULCONNIER,Philippe,M,1967-09-15,63,Maire,FR,58,,
3066,,BRAT,Jean-Claude,M,1994-08-25,47,Maire,FR,31,,
3067,,SCHNEIDER,Maria,F,1972-07-29,54,Maire,FR,53,,
3068,,ETIEN,Gerard,M,1958-05-10,12,Maire,FR,68,,
3069,,CHALMIN,Patrick,M,1968-08-15,64,Maire,FR,57,,
3070,,TARIAN,François,M,1947-08-15,74,Maire,FR,78,,
3071,,TOCANT,Jean-François,M,1954-05-13,71,Maire,FR,72,,
3072,,LECLERC,Christophe,M,1973-05-25,37,Maire,FR,53,,
3073,,CABANEL,Claire,F,1956-09-23,74,Maire,FR,69,,
3074,,SANCHEZ,Laurent,M,1974-08-15,48,Maire,FR,51,,
3075,,MATHURIN,Isabelle,F,1978-08-10,47,Maire,FR,47,,
3076,,FAIVRE-DUBOZ,Xavier,M,1971-07-13,38,Maire,FR,55,,
3077,,TALLAUD,Philippe,M,1963-02-12,72,Maire,FR,63,,
3078,,BEYSSADE,Jacques,M,1963-07-16,37,Maire,FR,63,,
3079,,PINSON,René,M,1964-03-28,74,Maire,FR,62,,
3080,,CHATARD,Jean-Claude,M,1957-06-19,74,Maire,FR,69,,
3081,,VALTON,Fabrice,M,1986-02-15,31,Maire,FR,40,,
3082,,BOURDIER,Sylvain,M,1969-04-18,46,Maire,FR,57,,
3083,,DUBSAY,Valéry,M,1964-12-13,74,Maire,FR,61,,
3084,,CARRÉ,Marie,F,1982-09-21,34,Maire,FR,43,,
3085,,GRIFFET,Jean-Michel,M,1962-11-10,72,Maire,FR,63,,
3086,,GOURLIER,Eric,M,1978-04-17,23,Maire,FR,48,,
3087,,GALOPIER,Michel,M,1957-10-29,71,Maire,FR,68,,
3088,,DESMARETZ,Jérôme,M,1969-04-09,74,Maire,FR,57,,
3089,,JAMES,Denis,M,1975-06-02,12,Maire,FR,51,,
3090,,BEAUDEQUIN,Sandra,F,1982-12-04,11,Maire,FR,43,,
3091,,BLANC,Claude,F,1969-06-02,12,Maire,FR,57,,
3092,,GARNIER,Jean-Philippe,M,1974-05-04,38,Maire,FR,52,,
3093,,LAPLACE,Thierry,M,1972-05-05,21,Maire,FR,54,,
3094,,GOUBEL,Marie-Christine,F,1972-02-14,38,Maire,FR,54,,
3095,,LALOY,Jean-Sébastien,M,1988-06-24,31,Maire,FR,38,,
3096,,KEGELART,Jean-Jacques,M,1958-05-26,37,Maire,FR,68,,
3097,,DUMONT,François,M,1964-02-06,48,Maire,FR,62,,
3098,,DA SILVA,Jonathan,M,1981-02-26,65,Maire,FR,45,,
3099,,VISINONI,Stéphanie,F,1972-11-09,34,Maire,FR,53,,
3100,,LABUSSIERE,Jean-Jacques,M,1956-03-08,72,Maire,FR,70,,
3101,,MALBET,Marc,M,1951-06-09,75,Maire,FR,75,,
3102,,VOISIN,Véronique,F,1971-01-27,56,Maire,FR,55,,
3103,,LABBE,Guy,M,1950-11-18,74,Maire,FR,75,,
3104,,BONHOMME,Pierre-Henri,M,1967-05-31,12,Maire,FR,59,,
3105,,GROULY,Jérôme,M,1975-05-29,48,Maire,FR,51,,
3106,,BOVE,Bruno,M,1962-09-14,38,Maire,FR,63,,
3107,,COPPIN,Stéphane,M,1968-03-09,37,Maire,FR,58,,
3108,,DALAIGRE,Frédéric,M,1976-11-23,37,Maire,FR,49,,
3109,,BECHONNET,Bertrand,M,1974-04-09,12,Maire,FR,52,,
3110,,MARIEN,Michel,M,1948-05-10,74,Maire,FR,78,,
3111,,DENIZARD,Patrice,M,1968-09-12,22,Maire,FR,57,,
3112,,VERNAY,Gilles,M,1964-04-01,74,Maire,FR,62,,
3113,,GUILLON GRAVILLON,Bénédicte,F,1971-08-30,34,Maire,FR,54,,
3114,,LEBLON,Alain,M,1956-09-10,74,Maire,FR,69,,
3115,,LAMPAERT,Pierre,M,1953-11-20,71,Maire,FR,72,,
3116,,CHATET,Michel,M,1963-05-29,12,Maire,FR,63,,
3117,,VERNIS,Gérard,M,1959-12-12,13,Maire,FR,66,,
3118,,POUZADOUX,Véronique,F,1983-10-25,31,Maire,FR,42,,
3119,,BEL,Stéphanie,F,1974-07-24,47,Maire,FR,51,,
3120,,LAMOUCHE,Joël,M,1952-12-07,74,Maire,FR,73,,
3121,,PRUGNAUD,Noël,M,1950-12-25,78,Maire,FR,75,,
3122,,AUFAUVRE,Aude,F,1978-05-04,54,Maire,FR,48,,
3124,,DELIGEARD,Annick,F,1966-12-27,43,Maire,FR,59,,
3125,,PERRUCHE,Gilles,M,1962-06-27,74,Maire,FR,64,,
3126,,CHAMPION,Romain,M,1985-05-31,21,Maire,FR,41,,
3127,,CUSIN-PANIT,Stéphanie,F,1973-06-22,42,Maire,FR,53,,
3128,,ABRANOWITCH,Stephane Henri,M,1971-08-19,23,Maire,FR,54,,
3129,,CHAMPOMIER,Catherine,F,1962-05-20,48,Maire,FR,64,,
3130,,ARTIGAUD,Daniel,M,1949-12-26,71,Maire,FR,76,,
3131,,SALLES,Louis,M,1950-04-21,71,Maire,FR,76,,
3132,,GIBERT,Yann,M,1988-09-21,22,Maire,FR,37,,
3133,,MATHIEU-PORTEJOIE,Claire,F,1956-10-23,86,Maire,FR,69,,
3134,,BOULANGER,Julien,M,1978-12-15,85,Maire,FR,47,,
3135,,CONDUCHE,Sylvain,M,1972-09-19,47,Maire,FR,53,,
3136,,THAVENOT,Fabien,M,1972-12-04,52,Maire,FR,53,,
3137,,FORTIN,Franck,M,1963-08-13,78,Maire,FR,62,,
3138,,CHERVIN,Stéphanie,F,1979-05-02,48,Maire,FR,47,,
3139,,WAZ,Murielle,F,1962-03-11,34,Maire,FR,64,,
3140,,TRIKI,Samir,M,1954-05-05,33,Maire,FR,72,,
3141,,GERARD,Pierre,M,1990-02-06,42,Maire,FR,36,,
3142,,IWANOW,Thierry,M,1968-08-16,43,Maire,FR,57,,
3143,,GRONDIN,Gwendoline,F,1976-05-08,52,Maire,FR,50,,
3144,,PROBOEUF,Chantal,F,1953-08-02,71,Maire,FR,72,,
3145,,PENTHIER,Thierry,M,1963-01-26,75,Maire,FR,63,,
3146,,THIERIOT,Danièle,F,1955-08-05,71,Maire,FR,70,,
3147,,AUGIER,Marie-France,F,1954-07-26,77,Maire,FR,71,,
3148,,DELAMARE,Christophe,M,1961-04-14,77,Maire,FR,65,,
3149,,CHANET,Bruno,M,1962-02-04,74,Maire,FR,64,,
3150,,POIRIER,Jany,M,1949-01-29,75,Maire,FR,77,,
3151,,JALIGOT-FERRANDON,Maryline,F,1968-05-15,47,Maire,FR,58,,
3152,,DEBRADE,Arnaud,M,1969-02-05,31,Maire,FR,57,,
3154,,LAUSTRIAT,Jacqueline,F,1962-04-15,77,Maire,FR,64,,
3155,,SIGNORET,Jacky,M,1955-05-26,46,Maire,FR,71,,
3156,,DEGRANGE,Hubert,M,1974-05-02,12,Maire,FR,52,,
3157,,TRIBOULET,Véronique,F,1969-06-23,52,Maire,FR,57,,
3158,,DE LAMARLIERE,Thierry,M,1958-05-30,75,Maire,FR,68,,
3159,,BADUEL,Serge,M,1964-12-27,77,Maire,FR,61,,
3160,,PARIS,Gilles,M,1950-02-07,74,Maire,FR,76,,
3161,,MITATY,Stéphane,M,1970-09-18,47,Maire,FR,55,,
3162,,PRUGNEAU,Philippe,M,1957-04-16,75,Maire,FR,69,,
3163,,DEJEAN,Romain,M,1988-03-15,23,Maire,FR,38,,
3164,,BAUGÉ,Arnaud,M,1977-03-17,48,Maire,FR,49,,
3165,,RAYMOND,Jean-Pierre,M,1953-08-28,72,Maire,FR,72,,
3166,,BOURNON,Gérard,M,1957-12-26,75,Maire,FR,68,,
3167,,JARRAUD,Magalie,F,1975-09-01,54,Maire,FR,50,,
3168,,JOMIER,Jérôme,M,1979-09-09,47,Maire,FR,46,,
3169,,SIMON,Yves,M,1951-09-10,74,Maire,FR,74,,
3170,,PICCAND,Nadège,F,1970-06-15,12,Maire,FR,56,,
3171,,PERROD,Mickaël,M,1974-05-18,48,Maire,FR,52,,
3172,,PLA,Philippe,M,1958-01-31,74,Maire,FR,68,,
3173,,ARNOUX,Michel,M,1971-12-29,85,Maire,FR,54,,
3174,,DUMONT,Christophe,M,1968-04-11,45,Maire,FR,58,,
3175,,CHATET-AUCLAIR,Chantal,F,1969-07-08,42,Maire,FR,57,,
3176,,BEYLOT,René,M,1947-07-05,74,Maire,FR,79,,
3177,,PLOUHINEC,Yves,M,1960-09-12,71,Maire,FR,65,,
3178,,CHOMET,Hervé,M,1973-03-01,55,Maire,FR,53,,
3179,,LAFARGE,Thierry,M,1961-06-18,71,Maire,FR,65,,
3180,,CHARMETANT,Guy,M,1950-10-10,71,Maire,FR,75,,
3181,,LACROIX,Guillaume,M,1977-07-17,62,Maire,FR,48,,
3182,,CARTOUX,Fabien,M,1975-10-16,12,Maire,FR,50,,
3183,,RIBIER,Sylvain,M,1973-04-25,43,Maire,FR,53,,
3184,,PINET,Didier,M,1963-04-15,74,Maire,FR,63,,
3185,,PERCHE,Philippe,M,1987-11-19,12,Maire,FR,38,,
3186,,LINDRON,Didier,M,1961-04-05,21,Maire,FR,65,,
3187,,MARGELIDON-FOUQUET,Marie-Jo,F,1968-05-02,34,Maire,FR,58,,
3188,,TOUZAIN,Yannick,M,1974-05-28,69,Maire,FR,52,,
3189,,BOULOGNE,Magali,F,1974-09-02,45,Maire,FR,51,,
3190,,FAIVRE,Benoit,M,1996-07-03,38,Maire,FR,30,,
3191,,MONTJOIE,Patrick,M,1960-03-05,71,Maire,FR,66,,
3192,,BUVAT,Henri-Claude,M,1967-05-07,12,Maire,FR,59,,
3193,,LE BAS,Francis,M,1958-11-09,13,Maire,FR,67,,
3194,,REBOUL,Daniel,M,1953-09-29,75,Maire,FR,72,,
3195,,PETITPEZ,Annie,F,1961-12-18,74,Maire,FR,64,,
3196,,BOURACHOT,Bernard,M,1958-07-27,71,Maire,FR,67,,
3197,,BAUDOIN,Hervé,M,1975-04-10,38,Maire,FR,51,,
3198,,METENIER,Patricia,F,1969-07-15,22,Maire,FR,57,,
3200,,BOISMENU,Philippe,M,1960-11-07,23,Maire,FR,65,,
3201,,VIAL,Michaël,M,1976-10-16,11,Maire,FR,49,,
3202,,FUSIL,Frédéric,M,1975-03-06,38,Maire,FR,51,,
3203,,MARION,Odile,F,1962-07-14,75,Maire,FR,64,,
3204,,JOURNET,Gilles,M,1961-07-29,12,Maire,FR,64,,
3205,,DEMARET,Jean-Pierre,M,1963-07-13,12,Maire,FR,63,,
3206,,IMBERT,Didier,M,1966-09-21,74,Maire,FR,59,,
3207,,BICHARD,Françoise,F,1968-11-23,63,Maire,FR,57,,
3208,,VARY,Laëtitia,F,1975-01-11,62,Maire,FR,51,,
3209,,WILLIAMS,Philippe,M,1962-08-31,45,Maire,FR,63,,
3210,,VIRLOGEUX,Alain,M,1950-05-13,74,Maire,FR,76,,
3211,,POZZOLI,Bernard,M,1954-01-08,74,Maire,FR,72,,
3212,,NOUHANT,Francis,M,1952-12-23,74,Maire,FR,73,,
3213,,CHARVERON,Philippe,M,1953-01-11,74,Maire,FR,73,,
3214,,ARNAUD,Sébastien,M,1981-01-19,63,Maire,FR,45,,
3215,,MINET,Christophe,M,1966-09-10,74,Maire,FR,59,,
3216,,SIRAMY,Pierre-Antoine,M,1976-10-25,33,Maire,FR,49,,
3217,,FABRE,Guy,M,1956-01-06,74,Maire,FR,70,,
3218,,GUILLEMINOT,Françoise,F,1946-02-22,72,Maire,FR,80,,
3219,,BEAULATON,Daniel,M,1949-07-09,71,Maire,FR,77,,
3220,,VERRIER,Michel,M,1961-02-19,37,Maire,FR,65,,
3221,,REGRAIN,Didier,M,1963-10-03,23,Maire,FR,62,,
3222,,MOLLO,Bernard,M,1951-12-02,74,Maire,FR,74,,
3223,,DA RIVA,Marie,F,1964-06-17,33,Maire,FR,62,,
3224,,NODARI,Laurent,M,1980-01-08,45,Maire,FR,46,,
3225,,VERMEZ,Nadège,F,1952-12-13,75,Maire,FR,73,,
3226,,LASSOT,Jérome,M,1975-03-21,38,Maire,FR,51,,
3227,,DESCHAMPS,Martine,F,1958-04-15,77,Maire,FR,68,,
3228,,DUMONTET,Bertrand,M,1967-09-09,12,Maire,FR,58,,
3229,,PEROT-CLAVEL,Lydie,F,1957-03-29,74,Maire,FR,69,,
3230,,SENETAIRE,Gabriel,M,1980-06-09,43,Maire,FR,46,,
3231,,AZEVEDO,Fernando,M,1951-12-31,72,Maire,FR,74,,
3232,,CORTI,Catherine,F,1948-12-27,74,Maire,FR,77,,
3233,,VERNADAT,Serge,M,1959-03-21,77,Maire,FR,67,,
3234,,DAUMUR,Daniel,M,1947-07-30,74,Maire,FR,78,,
3235,,PERRAUT,Frédéric,M,1977-05-10,55,Maire,FR,49,,
3236,,CUISSET,Elisabeth,F,1961-04-21,74,Maire,FR,65,,
3237,,DE LIBERO,Philippe,M,1962-08-07,74,Maire,FR,63,,
3238,,GUIOT,Olivier,M,1967-07-21,85,Maire,FR,58,,
3239,,RAJAUD,Michel,M,1957-03-15,78,Maire,FR,69,,
3240,,LAFAYE,Christian,M,1956-01-21,74,Maire,FR,70,,
3241,,CLOSTRE,Patrick,M,1959-06-05,77,Maire,FR,67,,
3242,,LONGEOT,Gérard,M,1945-05-14,74,Maire,FR,81,,
3243,,CHEVALIER,Roger,M,1949-05-23,71,Maire,FR,77,,
3244,,VERGE,Alain,M,1957-07-27,74,Maire,FR,68,,
3245,,BRUNOT,Jean-Marc,M,1963-06-27,77,Maire,FR,63,,
3246,,EMERY-PROVOST,Nadine,F,1962-10-30,77,Maire,FR,63,,
3247,,EDELIN,Sylvie,F,1964-08-21,43,Maire,FR,61,,
3248,,DESBOIS,Jean-Luc,M,1969-12-05,33,Maire,FR,56,,
3249,,LOURY,Sophie,F,1971-04-30,46,Maire,FR,55,,
3250,,LATOUR,André,M,1950-09-11,74,Maire,FR,75,,
3251,,THEVENOUX,Didier,M,1958-05-08,12,Maire,FR,68,,
3252,,BARDOT,Caroline,F,1978-12-18,34,Maire,FR,47,,
3253,,MARIDET,Fabrice,M,1965-09-06,37,Maire,FR,60,,
3254,,FERRAND,Emmanuel,M,1969-05-11,12,Maire,FR,57,,
3255,,MARTIN,Marie-Cécile,F,1967-11-19,43,Maire,FR,58,,
3256,,THEVENET,Benoît,M,1976-04-24,12,Maire,FR,50,,
3257,,HANGARD,Didier,M,1961-11-16,75,Maire,FR,64,,
3258,,DUMONT,Alain,M,1964-10-31,75,Maire,FR,61,,
3259,,LAMY,Raymond,M,1955-02-22,74,Maire,FR,71,,
3260,,BLANCHET,Daniel,M,1957-04-07,71,Maire,FR,69,,
3261,,DENEST,Bernard,M,1959-06-26,37,Maire,FR,67,,
3262,,BRAUD,Patrick,M,1966-09-08,54,Maire,FR,59,,
3263,,COLLIN,Jean-Luc,M,1961-08-16,75,Maire,FR,64,,
3264,,KUCHNA,Joseph,M,1949-06-07,74,Maire,FR,77,,
3265,,ROUX,Sylvain,M,1973-06-15,38,Maire,FR,53,,
3266,,GUILLAUME,Romain,M,1981-11-29,12,Maire,FR,44,,
3267,,LABUSSIERE,Freddy,M,1966-11-25,43,Maire,FR,59,,
3268,,GAIGNON,Magali,F,1985-02-09,52,Maire,FR,41,,
3269,,ANDRIOT,Sabrina,F,1977-09-18,12,Maire,FR,48,,
3270,,ALLOIN,Viviane,F,1966-12-22,12,Maire,FR,59,,
3271,,BOUARD,Christine,F,1958-07-12,75,Maire,FR,68,,
3272,,GAUD,Bernard,M,1950-12-04,74,Maire,FR,75,,
3273,,BONNET,Pierre,M,1973-08-16,33,Maire,FR,52,,
3274,,JALLET,Jean-Philippe,M,1963-08-10,74,Maire,FR,62,,
3275,,BARBARIN,Michel,M,1952-12-16,74,Maire,FR,73,,
3276,,DEROUET,Deny,M,1958-05-25,53,Maire,FR,68,,
3277,,THUIZAT,Jacques,M,1964-07-30,12,Maire,FR,61,,
3278,,GUITTARD,Jean-Philippe,M,1949-07-09,37,Maire,FR,77,,
3279,,BELLYNCK,Marilyne,F,1987-12-20,43,Maire,FR,38,,
3280,,PERNELLE,Jérôme,M,1975-05-28,31,Maire,FR,51,,
3281,,SIMONIN,Benoît,M,1994-10-26,54,Maire,FR,31,,
3282,,CLERGET,Denis,M,1960-07-05,71,Maire,FR,66,,
3283,,PROVOST,Catherine,F,1964-06-01,86,Maire,FR,62,,
3284,,GUINATIER,Jean-Louis,M,1962-05-03,71,Maire,FR,64,,
3285,,GILBERT,Olivier,M,1969-01-10,11,Maire,FR,57,,
3286,,MARGELIDON,Guillaume,M,1976-05-17,31,Maire,FR,50,,
3287,,JUTIER,Yann,M,1981-02-12,12,Maire,FR,45,,
3288,,RONDEAUX,Philippe,M,1959-11-21,77,Maire,FR,66,,
3289,,GAUDRAT,Didier,M,1954-02-18,21,Maire,FR,72,,
3290,,ANGLARES,Annick,F,1958-03-31,74,Maire,FR,68,,
3291,,VERNISSE,Alain,M,1953-08-21,74,Maire,FR,72,,
3292,,DUMONT,Jean-Marc,M,1974-10-31,33,Maire,FR,51,,
3293,,BAJARD,Christophe,M,1969-07-11,47,Maire,FR,57,,
3294,,SOCCOL,Marcel,M,1947-03-10,74,Maire,FR,79,,
3295,,BLAES,Magalli,F,1953-08-23,78,Maire,FR,72,,
3296,,DALDIN,Marie Thérèse,F,1961-01-25,74,Maire,FR,65,,
3297,,PREVOST,Sébastien,M,1992-01-23,55,Maire,FR,34,,
3298,,MONIER,Jean-Noël,M,1958-11-30,37,Maire,FR,67,,
3299,,BERRAT,Gilles,M,1952-11-11,77,Maire,FR,73,,
3300,,SOUFFERANT,Alain,M,1966-06-28,77,Maire,FR,60,,
3301,,DUCHALET,Jérôme,M,1976-03-28,53,Maire,FR,50,,
3302,,GUILLOT,Didier,M,1959-04-12,71,Maire,FR,67,,
3303,,TOURAUD,Eric,M,1966-07-02,12,Maire,FR,60,,
3304,,GERMANANGUE,Jean-Marc,M,1956-01-02,72,Maire,FR,70,,
3305,,BROCARD,Lionel,M,1972-02-07,23,Maire,FR,54,,
3306,,AGUIAR,Bernard,M,1953-06-16,74,Maire,FR,73,,
3307,,LEGER,Daniel,M,1950-05-19,74,Maire,FR,76,,
3308,,LE MOUCHEUX,François,M,1972-01-07,37,Maire,FR,54,,
3309,,COLLAS DE CHATELPERRON,Ghislain,M,1960-01-19,46,Maire,FR,66,,
3310,,AGUILERA,Frédéric,M,1975-04-10,33,Maire,FR,51,,
3311,,BENAYON,Danièle,F,1959-11-30,74,Maire,FR,66,,
3312,,PICANDET,Nicole,F,1945-08-23,77,Maire,FR,80,,
3313,,COFFIN,Amandine,F,1993-07-07,47,Maire,FR,33,,
3314,,GLOMOT,Philippe,M,1962-12-20,74,Maire,FR,63,,
3315,,AUBERGER,Josiane,F,1956-02-17,75,Maire,FR,70,,
3316,,DESFORGES- DESAMIN,Dominique,M,1966-01-27,77,Maire,FR,60,,
3317,,PALLIOT,Jean-Michel,M,1955-03-23,74,Maire,FR,71,,
3319,,BIDET,Isabelle,F,1979-10-06,12,Maire,FR,46,,
3320,,POMMIER,Mickaël,M,1974-06-22,54,Maire,FR,52,,
3321,,RAY,Dominique,M,1961-05-28,74,Maire,FR,65,,
4001,,CARTIAUX,Jacques,M,1955-12-01,74,Maire,FR,70,,
4004,,PIANETTI,Alex,M,1957-12-05,74,Maire,FR,68,,
4005,,IACOBBI,Christophe,M,1965-04-30,47,Maire,FR,61,,
4006,,BARBOTIN,Sylvain,M,1962-06-28,22,Maire,FR,64,,
4007,,BAC,Aimé,M,1970-09-15,12,Maire,FR,55,,
4008,,COZZI,Marion,F,1989-05-13,54,Maire,FR,37,,
4009,,FERRARY,Olivier,M,1958-08-11,37,Maire,FR,67,,
4012,,NICOLOPOULOS-SALLE,Dimitri,M,1963-01-08,31,Maire,FR,63,,
4013,,AVINENS,René,M,1951-05-16,71,Maire,FR,75,,
4016,,BROUCHON,Jean-Paul,M,1967-02-13,38,Maire,FR,59,,
4017,,ISOARD,Christian,M,1967-12-16,11,Maire,FR,58,,
4018,,RICCI,Sylvain,M,1955-01-05,74,Maire,FR,71,,
4019,,BOUGUYON,Yvan,M,1964-06-26,22,Maire,FR,62,,
4020,,GAETHOFS,Patrick,M,1972-04-12,33,Maire,FR,54,,
4021,,GRAVIERE,Rémy,M,1955-12-12,71,Maire,FR,70,,
4022,,CHABAUD,Jean-Louis,M,1966-01-05,37,Maire,FR,60,,
4024,,BERNARDINI,Patrick,M,1965-04-03,77,Maire,FR,61,,
4025,,BARTOLINI,Gilles,M,1969-06-24,72,Maire,FR,57,,
4026,,CAVEING,Bernard,M,1955-04-18,74,Maire,FR,71,,
4027,,HUSER,Marc,M,1963-06-04,74,Maire,FR,63,,
4028,,FLORES,Sylvain,M,1975-02-09,11,Maire,FR,51,,
4030,,COLLOMP,Gérard,M,1963-08-14,72,Maire,FR,62,,
4031,,BOUSSARIE,Arnaud,M,1982-11-28,45,Maire,FR,43,,
4032,,GRAC,Stéphane,M,1968-09-06,31,Maire,FR,57,,
4033,,TRON,Jean-Michel,M,1982-04-21,22,Maire,FR,44,,
4034,,BORGHINI,Jean-Charles,M,1965-10-27,33,Maire,FR,60,,
4035,,BERARD,Francis,M,1945-04-29,72,Maire,FR,81,,
4036,,REINAUDO,Gilbert,M,1958-02-13,74,Maire,FR,68,,
4037,,MAGNAN,Jean-Michel,M,1964-09-27,37,Maire,FR,61,,
4039,,LIPERINI,Bernard,M,1956-03-22,46,Maire,FR,70,,
4040,,BARDIN,Chantal,F,1954-10-20,77,Maire,FR,71,,
4041,,GOUIN,Benoît,M,1974-05-28,12,Maire,FR,52,,
4042,,CAMILLERI,Claude,M,1940-12-19,74,Maire,FR,85,,
4043,,LÉON,Joël,M,1952-12-27,75,Maire,FR,73,,
4045,,BAUMEL,Gérard,M,1946-11-19,31,Maire,FR,79,,
4046,,MENC,Ghislaine Françoise Jeanne,F,1961-11-07,46,Maire,FR,64,,
4047,,ESMIOL,Sildric,M,1977-10-17,47,Maire,FR,48,,
4049,,BERTRAND,Philippe,M,1960-10-19,74,Maire,FR,65,,
4050,,DEMONTIS,Geneviève,F,1955-10-29,55,Maire,FR,70,,
4051,,MARTINOD,Jean-Philippe,M,1970-08-18,34,Maire,FR,55,,
4053,,ROUIT,Didier,M,1979-03-21,48,Maire,FR,47,,
4054,,COCHET,Brigitte,F,1958-10-03,45,Maire,FR,67,,
4055,,RALL,Evelyne,F,1945-02-14,75,Maire,FR,81,,
4057,,PLAZANET,Charlotte,F,1982-09-05,22,Maire,FR,43,,
4058,,LOUCHE,Frédéric,M,1969-04-19,21,Maire,FR,57,,
4059,,VIALE,Thierry,M,1980-04-13,37,Maire,FR,46,,
4061,,SURLE-GIRIEUD,Magali,F,1965-05-13,37,Maire,FR,61,,
4062,,JACQUES,Elisabeth,F,1982-02-21,22,Maire,FR,44,,
